Time (s),Channel 1 (V)
-0.85075,-0.006890294
-0.8505,-0.00790876
-0.85025,-0.002476943
-0.85,-0.006890294
-0.84975,-0.002816432
-0.8495,-0.006550805
-0.84925,-0.004513874
-0.849,-0.010964156
-0.84875,-0.010285179
-0.8485,-0.016056484
-0.84825,-0.01469853
-0.848,-0.018432904
-0.84775,-0.015716996
-0.8475,-0.01707495
-0.84725,-0.010285179
-0.847,-0.009945691
-0.84675,-0.004174386
-0.8465,-0.006890294
-0.84625,-0.005192851
-0.846,-0.00790876
-0.84575,-0.00553234
-0.8455,-0.007569271
-0.84525,-0.003834897
-0.845,-0.006890294
-0.84475,-0.005871828
-0.8445,-0.009945691
-0.84425,-0.008927225
-0.844,-0.011303645
-0.84375,-0.010285179
-0.8435,-0.011982622
-0.84325,-0.011643133
-0.843,-0.015038019
-0.84275,-0.015377507
-0.8425,-0.01945137
-0.84225,-0.020130347
-0.842,-0.023525232
-0.84175,-0.02386472
-0.8415,-0.024543698
-0.84125,-0.023185743
-0.841,-0.024204209
-0.84075,-0.022846255
-0.8405,-0.025222675
-0.84025,-0.026920117
-0.84,-0.03099398
-0.83975,-0.032351934
-0.8395,-0.033709888
-0.83925,-0.032351934
-0.839,-0.032691422
-0.83875,-0.032351934
-0.8385,-0.032691422
-0.83825,-0.033030911
-0.838,-0.032351934
-0.83775,-0.032012445
-0.8375,-0.031672957
-0.83725,-0.031333468
-0.837,-0.03099398
-0.83675,-0.030654491
-0.8365,-0.027599094
-0.83625,-0.024883186
-0.836,-0.018772393
-0.83575,-0.016056484
-0.8355,-0.011982622
-0.83525,-0.010964156
-0.835,-0.00790876
-0.83475,-0.008248248
-0.8345,-0.00553234
-0.83425,-0.004513874
-0.834,-0.001458477
-0.83375,-0.001797966
-0.8335,0.001257431
-0.83325,0.000578454
-0.833,0.004991805
-0.83275,0.003973339
-0.8325,0.007707713
-0.83225,0.007028736
-0.832,0.011781575
-0.83175,0.011781575
-0.8315,0.017213392
-0.83125,0.015515949
-0.831,0.016873903
-0.83075,0.011442087
-0.8305,0.009405156
-0.83025,0.00363385
-0.83,0.004991805
-0.82975,0.004312828
-0.8295,0.008047201
-0.82925,0.005670782
-0.829,0.007707713
-0.82875,0.005331293
-0.8285,0.00601027
-0.82825,0.00601027
-0.828,0.008047201
-0.82775,0.004312828
-0.8275,0.005670782
-0.82725,0.002615385
-0.827,0.005670782
-0.82675,0.003294362
-0.8265,0.004991805
-0.82625,0.005670782
-0.826,0.009744644
-0.82575,0.010423621
-0.8255,0.010423621
-0.82525,0.00601027
-0.825,0.00601027
-0.82475,0.001596919
-0.8245,0.000578454
-0.82425,-0.004174386
-0.824,-0.004513874
-0.82375,-0.008248248
-0.8235,-0.006211317
-0.82325,-0.009266714
-0.823,-0.008927225
-0.82275,-0.012661599
-0.8225,-0.012661599
-0.82225,-0.016056484
-0.822,-0.014359042
-0.82175,-0.017414438
-0.8215,-0.015038019
-0.82125,-0.016395973
-0.821,-0.015377507
-0.82075,-0.01707495
-0.8205,-0.016735461
-0.82025,-0.020469835
-0.82,-0.02386472
-0.81975,-0.02861756
-0.8195,-0.029296537
-0.81925,-0.032012445
-0.819,-0.032012445
-0.81875,-0.034388865
-0.8185,-0.034049376
-0.81825,-0.035067842
-0.818,-0.034388865
-0.81775,-0.034388865
-0.8175,-0.034728353
-0.81725,-0.036086308
-0.817,-0.038123239
-0.81675,-0.03778375
-0.8165,-0.035746819
-0.81625,-0.032351934
-0.816,-0.029636026
-0.81575,-0.025562163
-0.8155,-0.023185743
-0.81525,-0.019790858
-0.815,-0.018772393
-0.81475,-0.016395973
-0.8145,-0.016395973
-0.81425,-0.01469853
-0.814,-0.016395973
-0.81375,-0.014359042
-0.8135,-0.015716996
-0.81325,-0.013340576
-0.813,-0.013001088
-0.81275,-0.010285179
-0.8125,-0.008587737
-0.81225,-0.006550805
-0.812,-0.007229782
-0.81175,-0.005871828
-0.8115,-0.006890294
-0.81125,-0.00553234
-0.811,-0.006890294
-0.81075,-0.00553234
-0.8105,-0.00553234
-0.81025,-0.001797966
-0.81,-0.002816432
-0.80975,-0.000440012
-0.8095,-0.004513874
-0.80925,-0.004513874
-0.809,-0.009606202
-0.80875,-0.007569271
-0.8085,-0.010624668
-0.80825,-0.006890294
-0.808,-0.009606202
-0.80775,-0.007569271
-0.8075,-0.011982622
-0.80725,-0.009266714
-0.807,-0.01232211
-0.80675,-0.010624668
-0.8065,-0.010964156
-0.80625,-0.006211317
-0.806,-0.007229782
-0.80575,-0.003495409
-0.8055,-0.006890294
-0.80525,-0.003834897
-0.805,-0.010964156
-0.80475,-0.008927225
-0.8045,-0.01469853
-0.80425,-0.008927225
-0.804,-0.013680065
-0.80375,-0.011982622
-0.8035,-0.016735461
-0.80325,-0.015716996
-0.803,-0.020809324
-0.80275,-0.019790858
-0.8025,-0.025562163
-0.80225,-0.024543698
-0.802,-0.029636026
-0.80175,-0.029296537
-0.8015,-0.034049376
-0.80125,-0.032691422
-0.801,-0.036765285
-0.80075,-0.035067842
-0.8005,-0.039481193
-0.80025,-0.038123239
-0.8,-0.044573521
-0.79975,-0.042197101
-0.7995,-0.044913009
-0.79925,-0.039481193
-0.799,-0.040839147
-0.79875,-0.03778375
-0.7985,-0.042197101
-0.79825,-0.039820681
-0.798,-0.042876078
-0.79775,-0.038802216
-0.7975,-0.040839147
-0.79725,-0.036765285
-0.797,-0.039141704
-0.79675,-0.033709888
-0.7965,-0.033709888
-0.79625,-0.027599094
-0.796,-0.027259606
-0.79575,-0.024204209
-0.7955,-0.02624114
-0.79525,-0.024204209
-0.795,-0.026920117
-0.79475,-0.02386472
-0.7945,-0.023525232
-0.79425,-0.01945137
-0.794,-0.021148812
-0.79375,-0.018432904
-0.7935,-0.020469835
-0.79325,-0.018093415
-0.793,-0.018093415
-0.79275,-0.016395973
-0.7925,-0.016056484
-0.79225,-0.014359042
-0.792,-0.014019553
-0.79175,-0.011303645
-0.7915,-0.011303645
-0.79125,-0.010285179
-0.791,-0.011303645
-0.79075,-0.011982622
-0.7905,-0.015038019
-0.79025,-0.015377507
-0.79,-0.015716996
-0.78975,-0.012661599
-0.7895,-0.013001088
-0.78925,-0.013680065
-0.789,-0.016056484
-0.78875,-0.015716996
-0.7885,-0.01469853
-0.78825,-0.013340576
-0.788,-0.013340576
-0.78775,-0.01469853
-0.7875,-0.01469853
-0.78725,-0.014019553
-0.787,-0.012661599
-0.78675,-0.011303645
-0.7865,-0.009606202
-0.78625,-0.008248248
-0.786,-0.004513874
-0.78575,-0.005192851
-0.7855,-0.004174386
-0.78525,-0.005192851
-0.785,-0.00553234
-0.78475,-0.009266714
-0.7845,-0.009606202
-0.78425,-0.011982622
-0.784,-0.013340576
-0.78375,-0.017414438
-0.7835,-0.016056484
-0.78325,-0.019790858
-0.783,-0.019790858
-0.78275,-0.024543698
-0.7825,-0.026580629
-0.78225,-0.033370399
-0.782,-0.038462727
-0.78175,-0.045931475
-0.7815,-0.046949941
-0.78125,-0.048986872
-0.781,-0.047968406
-0.78075,-0.051363291
-0.7805,-0.050684314
-0.78025,-0.055776642
-0.78,-0.056795108
-0.77975,-0.059511016
-0.7795,-0.055437154
-0.77925,-0.053739711
-0.779,-0.047968406
-0.77875,-0.047968406
-0.7785,-0.044573521
-0.77825,-0.046949941
-0.778,-0.045252498
-0.77775,-0.046610452
-0.7775,-0.044573521
-0.77725,-0.048307895
-0.777,-0.047968406
-0.77675,-0.050344826
-0.7765,-0.047628918
-0.77625,-0.047289429
-0.776,-0.041857613
-0.77575,-0.039141704
-0.7755,-0.032351934
-0.77525,-0.029636026
-0.775,-0.023185743
-0.77475,-0.020809324
-0.7745,-0.016395973
-0.77425,-0.015377507
-0.774,-0.013680065
-0.77375,-0.016056484
-0.7735,-0.014359042
-0.77325,-0.016056484
-0.773,-0.013001088
-0.77275,-0.01469853
-0.7725,-0.010964156
-0.77225,-0.010624668
-0.772,-0.006890294
-0.77175,-0.007229782
-0.7715,-0.004174386
-0.77125,-0.005192851
-0.771,-0.002816432
-0.77075,-0.004513874
-0.7705,-0.002816432
-0.77025,-0.00315592
-0.77,-0.001118989
-0.76975,-0.001458477
-0.7695,-0.0007795
-0.76925,-0.003495409
-0.769,-0.00553234
-0.76875,-0.009606202
-0.7685,-0.011303645
-0.76825,-0.013001088
-0.768,-0.011982622
-0.76775,-0.010964156
-0.7675,-0.010285179
-0.76725,-0.009945691
-0.767,-0.010964156
-0.76675,-0.011303645
-0.7665,-0.014359042
-0.76625,-0.01469853
-0.766,-0.015377507
-0.76575,-0.01469853
-0.7655,-0.016395973
-0.76525,-0.015038019
-0.765,-0.015377507
-0.76475,-0.015038019
-0.7645,-0.017414438
-0.76425,-0.018093415
-0.764,-0.022846255
-0.76375,-0.024204209
-0.7635,-0.027259606
-0.76325,-0.027938583
-0.763,-0.03099398
-0.76275,-0.032351934
-0.7625,-0.036086308
-0.76225,-0.037104773
-0.762,-0.039820681
-0.76175,-0.040499658
-0.7615,-0.04253659
-0.76125,-0.041518124
-0.761,-0.042876078
-0.76075,-0.043894544
-0.7605,-0.044913009
-0.76025,-0.045931475
-0.76,-0.051363291
-0.75975,-0.051023803
-0.7595,-0.054418688
-0.75925,-0.052381757
-0.759,-0.055097665
-0.75875,-0.056116131
-0.7585,-0.057813574
-0.75825,-0.053400223
-0.758,-0.050684314
-0.75775,-0.044913009
-0.7575,-0.046270964
-0.75725,-0.04253659
-0.757,-0.045931475
-0.75675,-0.042197101
-0.7565,-0.043215567
-0.75625,-0.036765285
-0.756,-0.036425796
-0.75575,-0.030654491
-0.7555,-0.032012445
-0.75525,-0.026920117
-0.755,-0.030315003
-0.75475,-0.026920117
-0.7545,-0.030315003
-0.75425,-0.02624114
-0.754,-0.029296537
-0.75375,-0.024883186
-0.7535,-0.026580629
-0.75325,-0.021827789
-0.753,-0.023525232
-0.75275,-0.01945137
-0.7525,-0.020130347
-0.75225,-0.015716996
-0.752,-0.01707495
-0.75175,-0.012661599
-0.7515,-0.016056484
-0.75125,-0.013001088
-0.751,-0.016735461
-0.75075,-0.014359042
-0.7505,-0.016735461
-0.75025,-0.012661599
-0.75,-0.015377507
-0.74975,-0.009606202
-0.7495,-0.011982622
-0.74925,-0.008248248
-0.749,-0.01232211
-0.74875,-0.010285179
-0.7485,-0.014019553
-0.74825,-0.011303645
-0.748,-0.014019553
-0.74775,-0.009606202
-0.7475,-0.010964156
-0.74725,-0.006550805
-0.747,-0.009266714
-0.74675,-0.006890294
-0.7465,-0.010624668
-0.74625,-0.007569271
-0.746,-0.009266714
-0.74575,-0.006890294
-0.7455,-0.010285179
-0.74525,-0.008587737
-0.745,-0.012661599
-0.74475,-0.013680065
-0.7445,-0.020130347
-0.74425,-0.022167278
-0.744,-0.026580629
-0.74375,-0.026920117
-0.7435,-0.029975514
-0.74325,-0.029975514
-0.743,-0.031672957
-0.74275,-0.032012445
-0.7425,-0.034388865
-0.74225,-0.035746819
-0.742,-0.039141704
-0.74175,-0.042197101
-0.7415,-0.045591986
-0.74125,-0.046949941
-0.741,-0.048986872
-0.74075,-0.048647383
-0.7405,-0.04932636
-0.74025,-0.049665849
-0.74,-0.053060734
-0.73975,-0.053060734
-0.7395,-0.053400223
-0.73925,-0.050684314
-0.739,-0.050684314
-0.73875,-0.05170278
-0.7385,-0.05170278
-0.73825,-0.051023803
-0.738,-0.049665849
-0.73775,-0.050005337
-0.7375,-0.052042269
-0.73725,-0.051023803
-0.737,-0.051023803
-0.73675,-0.051363291
-0.7365,-0.049665849
-0.73625,-0.048307895
-0.736,-0.044913009
-0.73575,-0.045252498
-0.7355,-0.043215567
-0.73525,-0.041518124
-0.735,-0.036425796
-0.73475,-0.033370399
-0.7345,-0.030654491
-0.73425,-0.030315003
-0.734,-0.02624114
-0.73375,-0.026580629
-0.7335,-0.022506766
-0.73325,-0.022167278
-0.733,-0.018093415
-0.73275,-0.018093415
-0.7325,-0.012661599
-0.73225,-0.010624668
-0.732,-0.003834897
-0.73175,-0.002816432
-0.7315,0.002275896
-0.73125,0.000238965
-0.731,0.001936408
-0.73075,-0.001797966
-0.7305,-0.000100523
-0.73025,-0.002137455
-0.73,0.001257431
-0.72975,0.001257431
-0.7295,0.003973339
-0.72925,0.000238965
-0.729,0.000238965
-0.72875,-0.002816432
-0.7285,-0.0007795
-0.72825,-0.00315592
-0.728,-0.002137455
-0.72775,-0.006550805
-0.7275,-0.007229782
-0.72725,-0.011982622
-0.727,-0.01232211
-0.72675,-0.016735461
-0.7265,-0.016735461
-0.72625,-0.017753927
-0.726,-0.013340576
-0.72575,-0.013680065
-0.7255,-0.010964156
-0.72525,-0.010624668
-0.725,-0.006550805
-0.72475,-0.005871828
-0.7245,-0.002816432
-0.72425,-0.005871828
-0.724,-0.007229782
-0.72375,-0.013001088
-0.7235,-0.015716996
-0.72325,-0.021148812
-0.723,-0.022167278
-0.72275,-0.025901652
-0.7225,-0.02386472
-0.72225,-0.024204209
-0.722,-0.020809324
-0.72175,-0.022167278
-0.7215,-0.020469835
-0.72125,-0.023525232
-0.721,-0.024883186
-0.72075,-0.030654491
-0.7205,-0.033370399
-0.72025,-0.039141704
-0.72,-0.04253659
-0.71975,-0.044234032
-0.7195,-0.039820681
-0.71925,-0.034388865
-0.719,-0.029296537
-0.71875,-0.027938583
-0.7185,-0.027259606
-0.71825,-0.02861756
-0.718,-0.029636026
-0.71775,-0.030315003
-0.7175,-0.03099398
-0.71725,-0.031672957
-0.717,-0.033370399
-0.71675,-0.032012445
-0.7165,-0.030654491
-0.71625,-0.027599094
-0.716,-0.025562163
-0.71575,-0.022846255
-0.7155,-0.022167278
-0.71525,-0.020469835
-0.715,-0.01945137
-0.71475,-0.017753927
-0.7145,-0.018432904
-0.71425,-0.016056484
-0.714,-0.015377507
-0.71375,-0.011982622
-0.7135,-0.01232211
-0.71325,-0.009266714
-0.713,-0.008587737
-0.71275,-0.00315592
-0.7125,-0.003495409
-0.71225,-0.002137455
-0.712,-0.003495409
-0.71175,-0.00315592
-0.7115,-0.004513874
-0.71125,-0.003834897
-0.711,-0.004853363
-0.71075,-0.00315592
-0.7105,-0.004853363
-0.71025,-0.002137455
-0.71,-0.00315592
-0.70975,-0.000100523
-0.7095,-0.004853363
-0.70925,-0.005192851
-0.709,-0.011643133
-0.70875,-0.011643133
-0.7085,-0.014019553
-0.70825,-0.00790876
-0.708,-0.006211317
-0.70775,-0.000100523
-0.7075,0.000917942
-0.70725,0.008047201
-0.707,0.007028736
-0.70675,0.013139529
-0.7065,0.01076311
-0.70625,0.015515949
-0.706,0.014497483
-0.70575,0.020947766
-0.7055,0.020268788
-0.70525,0.026379582
-0.705,0.024682139
-0.70475,0.028077025
-0.7045,0.025021628
-0.70425,0.028756002
-0.704,0.025361116
-0.70375,0.028416513
-0.7035,0.024342651
-0.70325,0.027058559
-0.703,0.022984697
-0.70275,0.026719071
-0.7025,0.025361116
-0.70225,0.031811399
-0.702,0.032150887
-0.70175,0.038601169
-0.7015,0.039280146
-0.70125,0.046069917
-0.701,0.046409405
-0.70075,0.054896619
-0.7005,0.058970481
-0.70025,0.068815648
-0.7,0.071192068
-0.69975,0.079679281
-0.6995,0.080697747
-0.69925,0.08918496
-0.699,0.089863937
-0.69875,0.097332685
-0.6985,0.100048593
-0.69825,0.109554272
-0.698,0.113967623
-0.69775,0.123473302
-0.6975,0.124831256
-0.69725,0.130942049
-0.697,0.130602561
-0.69675,0.136034377
-0.6965,0.134336935
-0.69625,0.138750286
-0.696,0.138410797
-0.69575,0.142145171
-0.6955,0.141126705
-0.69525,0.144521591
-0.695,0.14248466
-0.69475,0.143163637
-0.6945,0.13773182
-0.69425,0.1353554
-0.694,0.129244607
-0.69375,0.12618921
-0.6935,0.119059951
-0.69325,0.114986089
-0.693,0.112609669
-0.69275,0.109214784
-0.6925,0.105140921
-0.69225,0.10310399
-0.692,0.099709105
-0.69175,0.096993196
-0.6915,0.089863937
-0.69125,0.083753144
-0.691,0.077981839
-0.69075,0.075605419
-0.6905,0.071871045
-0.69025,0.068136671
-0.69,0.064062809
-0.68975,0.062365366
-0.6895,0.057612527
-0.68925,0.053878153
-0.689,0.049125314
-0.68875,0.047767359
-0.6885,0.046069917
-0.68825,0.045051451
-0.688,0.043354009
-0.68775,0.040977589
-0.6875,0.038601169
-0.68725,0.036224749
-0.687,0.035885261
-0.68675,0.034527307
-0.6865,0.036903726
-0.68625,0.038940658
-0.686,0.041317077
-0.68575,0.039959123
-0.6855,0.038601169
-0.68525,0.035885261
-0.685,0.035885261
-0.68475,0.033169353
-0.6845,0.033169353
-0.68425,0.029774467
-0.684,0.029774467
-0.68375,0.025700605
-0.6835,0.025021628
-0.68325,0.018910834
-0.683,0.016873903
-0.68275,0.009744644
-0.6825,0.008047201
-0.68225,0.001596919
-0.682,-0.0007795
-0.68175,-0.00790876
-0.6815,-0.008587737
-0.68125,-0.014359042
-0.681,-0.015377507
-0.68075,-0.021488301
-0.6805,-0.023185743
-0.68025,-0.028957048
-0.68,-0.030315003
-0.67975,-0.034388865
-0.6795,-0.032012445
-0.67925,-0.034388865
-0.679,-0.032691422
-0.67875,-0.036425796
-0.6785,-0.035746819
-0.67825,-0.038123239
-0.678,-0.035407331
-0.67775,-0.036425796
-0.6775,-0.033370399
-0.67725,-0.035407331
-0.677,-0.033370399
-0.67675,-0.035746819
-0.6765,-0.033709888
-0.67625,-0.034728353
-0.676,-0.032691422
-0.67575,-0.032691422
-0.6755,-0.029296537
-0.67525,-0.028957048
-0.675,-0.024883186
-0.67475,-0.024883186
-0.6745,-0.01945137
-0.67425,-0.01707495
-0.674,-0.01232211
-0.67375,-0.013001088
-0.6735,-0.011643133
-0.67325,-0.014019553
-0.673,-0.013001088
-0.67275,-0.016395973
-0.6725,-0.015377507
-0.67225,-0.017753927
-0.672,-0.016056484
-0.67175,-0.017753927
-0.6715,-0.016395973
-0.67125,-0.018772393
-0.671,-0.016735461
-0.67075,-0.015377507
-0.6705,-0.010964156
-0.67025,-0.008248248
-0.67,-0.003834897
-0.66975,-0.002476943
-0.6695,-0.004853363
-0.66925,-0.00790876
-0.669,-0.010964156
-0.66875,-0.01232211
-0.6685,-0.014019553
-0.66825,-0.016735461
-0.668,-0.019790858
-0.66775,-0.022167278
-0.6675,-0.023185743
-0.66725,-0.022506766
-0.667,-0.022506766
-0.66675,-0.022167278
-0.6665,-0.025222675
-0.66625,-0.024883186
-0.666,-0.026580629
-0.66575,-0.02624114
-0.6655,-0.028957048
-0.66525,-0.029636026
-0.665,-0.035746819
-0.66475,-0.040499658
-0.6645,-0.048307895
-0.66425,-0.051023803
-0.664,-0.056455619
-0.66375,-0.056795108
-0.6635,-0.058153062
-0.66325,-0.056795108
-0.663,-0.058153062
-0.66275,-0.056116131
-0.6625,-0.055776642
-0.66225,-0.053400223
-0.662,-0.0540792
-0.66175,-0.052721246
-0.6615,-0.053400223
-0.66125,-0.05170278
-0.661,-0.0540792
-0.66075,-0.053060734
-0.6605,-0.057474085
-0.66025,-0.059171528
-0.66,-0.066300787
-0.65975,-0.066979764
-0.6595,-0.070035161
-0.65925,-0.067998229
-0.659,-0.070714138
-0.65875,-0.068677207
-0.6585,-0.071053626
-0.65825,-0.066979764
-0.658,-0.067319252
-0.65775,-0.061547947
-0.6575,-0.062566413
-0.65725,-0.056455619
-0.657,-0.057813574
-0.65675,-0.052381757
-0.6565,-0.0540792
-0.65625,-0.046949941
-0.656,-0.047968406
-0.65575,-0.042197101
-0.6555,-0.044234032
-0.65525,-0.039481193
-0.655,-0.040839147
-0.65475,-0.035746819
-0.6545,-0.03778375
-0.65425,-0.033030911
-0.654,-0.036086308
-0.65375,-0.032012445
-0.6535,-0.034388865
-0.65325,-0.029975514
-0.653,-0.032012445
-0.65275,-0.027259606
-0.6525,-0.028957048
-0.65225,-0.024543698
-0.652,-0.025562163
-0.65175,-0.021827789
-0.6515,-0.024204209
-0.65125,-0.020469835
-0.651,-0.024204209
-0.65075,-0.022846255
-0.6505,-0.027938583
-0.65025,-0.025222675
-0.65,-0.027938583
-0.64975,-0.021827789
-0.6495,-0.022506766
-0.64925,-0.018772393
-0.649,-0.022167278
-0.64875,-0.017753927
-0.6485,-0.022506766
-0.64825,-0.021488301
-0.648,-0.026920117
-0.64775,-0.02624114
-0.6475,-0.029975514
-0.64725,-0.029296537
-0.647,-0.033030911
-0.64675,-0.028957048
-0.6465,-0.028278071
-0.64625,-0.021488301
-0.646,-0.021148812
-0.64575,-0.01707495
-0.6455,-0.019111881
-0.64525,-0.016735461
-0.645,-0.019790858
-0.64475,-0.019111881
-0.6445,-0.023525232
-0.64425,-0.023525232
-0.644,-0.026920117
-0.64375,-0.027259606
-0.6435,-0.031672957
-0.64325,-0.035067842
-0.643,-0.040839147
-0.64275,-0.044573521
-0.6425,-0.048307895
-0.64225,-0.050684314
-0.642,-0.054418688
-0.64175,-0.055776642
-0.6415,-0.056116131
-0.64125,-0.055097665
-0.641,-0.056116131
-0.64075,-0.055776642
-0.6405,-0.057474085
-0.64025,-0.059171528
-0.64,-0.063924367
-0.63975,-0.065282321
-0.6395,-0.066640275
-0.63925,-0.065961298
-0.639,-0.066300787
-0.63875,-0.066979764
-0.6385,-0.066640275
-0.63825,-0.065961298
-0.638,-0.063924367
-0.63775,-0.062566413
-0.6375,-0.061208459
-0.63725,-0.060529482
-0.637,-0.059171528
-0.63675,-0.058492551
-0.6365,-0.054758177
-0.63625,-0.052381757
-0.636,-0.047289429
-0.63575,-0.045931475
-0.6355,-0.042197101
-0.63525,-0.041857613
-0.635,-0.039141704
-0.63475,-0.039481193
-0.6345,-0.036425796
-0.63425,-0.037444262
-0.634,-0.034388865
-0.63375,-0.035746819
-0.6335,-0.034049376
-0.63325,-0.035407331
-0.633,-0.033030911
-0.63275,-0.033709888
-0.6325,-0.029636026
-0.63225,-0.031333468
-0.632,-0.028278071
-0.63175,-0.031333468
-0.6315,-0.029636026
-0.63125,-0.031672957
-0.631,-0.028957048
-0.63075,-0.03099398
-0.6305,-0.026580629
-0.63025,-0.026580629
-0.63,-0.021827789
-0.62975,-0.022167278
-0.6295,-0.020130347
-0.62925,-0.022846255
-0.629,-0.022506766
-0.62875,-0.025562163
-0.6285,-0.02386472
-0.62825,-0.027259606
-0.628,-0.027259606
-0.62775,-0.032012445
-0.6275,-0.031333468
-0.62725,-0.034728353
-0.627,-0.034388865
-0.62675,-0.036425796
-0.6265,-0.035067842
-0.62625,-0.034388865
-0.626,-0.032351934
-0.62575,-0.029636026
-0.6255,-0.02624114
-0.62525,-0.026580629
-0.625,-0.02624114
-0.62475,-0.029636026
-0.6245,-0.029296537
-0.62425,-0.033370399
-0.624,-0.034728353
-0.62375,-0.039141704
-0.6235,-0.038123239
-0.62325,-0.04016017
-0.623,-0.039141704
-0.62275,-0.040499658
-0.6225,-0.039820681
-0.62225,-0.04253659
-0.622,-0.041518124
-0.62175,-0.044573521
-0.6215,-0.043215567
-0.62125,-0.045252498
-0.621,-0.043894544
-0.62075,-0.045591986
-0.6205,-0.045931475
-0.62025,-0.04932636
-0.62,-0.051363291
-0.61975,-0.053400223
-0.6195,-0.052381757
-0.61925,-0.052381757
-0.619,-0.05170278
-0.61875,-0.053400223
-0.6185,-0.056116131
-0.61825,-0.058832039
-0.618,-0.060529482
-0.61775,-0.060189993
-0.6175,-0.059850505
-0.61725,-0.057474085
-0.617,-0.057134596
-0.61675,-0.053400223
-0.6165,-0.050344826
-0.61625,-0.044234032
-0.616,-0.039481193
-0.61575,-0.034728353
-0.6155,-0.034049376
-0.61525,-0.031672957
-0.615,-0.032351934
-0.61475,-0.029296537
-0.6145,-0.02861756
-0.61425,-0.024204209
-0.614,-0.022846255
-0.61375,-0.01945137
-0.6135,-0.020130347
-0.61325,-0.018093415
-0.613,-0.01945137
-0.61275,-0.018093415
-0.6125,-0.020130347
-0.61225,-0.018432904
-0.612,-0.01945137
-0.61175,-0.017753927
-0.6115,-0.018432904
-0.61125,-0.015716996
-0.611,-0.016735461
-0.61075,-0.015038019
-0.6105,-0.017414438
-0.61025,-0.016395973
-0.61,-0.017753927
-0.60975,-0.013340576
-0.6095,-0.015716996
-0.60925,-0.013340576
-0.609,-0.017414438
-0.60875,-0.014359042
-0.6085,-0.01707495
-0.60825,-0.013680065
-0.608,-0.01707495
-0.60775,-0.013340576
-0.6075,-0.016056484
-0.60725,-0.01232211
-0.607,-0.015377507
-0.60675,-0.012661599
-0.6065,-0.017414438
-0.60625,-0.01469853
-0.606,-0.018093415
-0.60575,-0.016395973
-0.6055,-0.021148812
-0.60525,-0.018432904
-0.605,-0.022846255
-0.60475,-0.020809324
-0.6045,-0.02624114
-0.60425,-0.023525232
-0.604,-0.028957048
-0.60375,-0.027259606
-0.6035,-0.032691422
-0.60325,-0.033030911
-0.603,-0.040499658
-0.60275,-0.040839147
-0.6025,-0.04932636
-0.60225,-0.050005337
-0.602,-0.058492551
-0.60175,-0.057474085
-0.6015,-0.06086897
-0.60125,-0.057813574
-0.601,-0.059850505
-0.60075,-0.055776642
-0.6005,-0.058492551
-0.60025,-0.056455619
-0.6,-0.065282321
-0.59975,-0.062226924
-0.5995,-0.065282321
-0.59925,-0.057474085
-0.599,-0.060529482
-0.59875,-0.057813574
-0.5985,-0.061887436
-0.59825,-0.059511016
-0.598,-0.061208459
-0.59775,-0.057134596
-0.5975,-0.058492551
-0.59725,-0.053400223
-0.597,-0.055437154
-0.59675,-0.050684314
-0.5965,-0.051023803
-0.59625,-0.045591986
-0.596,-0.045252498
-0.59575,-0.040499658
-0.5955,-0.040839147
-0.59525,-0.036765285
-0.595,-0.03778375
-0.59475,-0.035746819
-0.5945,-0.03778375
-0.59425,-0.035407331
-0.594,-0.035746819
-0.59375,-0.032351934
-0.5935,-0.032351934
-0.59325,-0.029636026
-0.593,-0.028278071
-0.59275,-0.025901652
-0.5925,-0.024883186
-0.59225,-0.023525232
-0.592,-0.023525232
-0.59175,-0.021488301
-0.5915,-0.020809324
-0.59125,-0.019111881
-0.591,-0.018772393
-0.59075,-0.017414438
-0.5905,-0.016395973
-0.59025,-0.015038019
-0.59,-0.01469853
-0.58975,-0.013680065
-0.5895,-0.015377507
-0.58925,-0.016056484
-0.589,-0.017753927
-0.58875,-0.018093415
-0.5885,-0.016735461
-0.58825,-0.016735461
-0.588,-0.016395973
-0.58775,-0.01707495
-0.5875,-0.01707495
-0.58725,-0.018093415
-0.587,-0.018093415
-0.58675,-0.019790858
-0.5865,-0.018432904
-0.58625,-0.017753927
-0.586,-0.014359042
-0.58575,-0.01469853
-0.5855,-0.013340576
-0.58525,-0.015377507
-0.585,-0.015038019
-0.58475,-0.018772393
-0.5845,-0.020469835
-0.58425,-0.025562163
-0.584,-0.026580629
-0.58375,-0.029975514
-0.5835,-0.028278071
-0.58325,-0.031672957
-0.583,-0.032012445
-0.58275,-0.037444262
-0.5825,-0.038802216
-0.58225,-0.043555055
-0.582,-0.042876078
-0.58175,-0.046949941
-0.5815,-0.044573521
-0.58125,-0.047628918
-0.581,-0.044913009
-0.58075,-0.048307895
-0.5805,-0.047289429
-0.58025,-0.052381757
-0.58,-0.053739711
-0.57975,-0.057474085
-0.5795,-0.055776642
-0.57925,-0.057813574
-0.579,-0.055097665
-0.57875,-0.057134596
-0.5785,-0.053739711
-0.57825,-0.055776642
-0.578,-0.051363291
-0.57775,-0.050344826
-0.5775,-0.046270964
-0.57725,-0.045591986
-0.577,-0.042876078
-0.57675,-0.04253659
-0.5765,-0.039141704
-0.57625,-0.039820681
-0.576,-0.036086308
-0.57575,-0.035407331
-0.5755,-0.030654491
-0.57525,-0.032351934
-0.575,-0.030315003
-0.57475,-0.032012445
-0.5745,-0.029296537
-0.57425,-0.029975514
-0.574,-0.027938583
